Molecule Name,CDD Number,SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: IC50 (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 (µM)
ASAP-0011126,"",4.941,> 99.500
ASAP-0011125,"",0.130,> 99.500
ASAP-0011124,"",0.014,0.634
ASAP-0011067,"",0.413,27.342
ASAP-0011065,"",91.109,> 99.500
ASAP-0011062,"",12.221,> 99.500
ASAP-0011059,"",0.051,6.575
ASAP-0011059,"",< 0.050,""
ASAP-0011056,"",0.376,22.744
ASAP-0011052,"",0.019,1.410
ASAP-0011052,"",< 0.050,1.491
ASAP-0011049,"",0.015,0.741
ASAP-0011049,"",< 0.050,0.944
ASAP-0011044,"",5.265,10.203
ASAP-0011043,"",16.392,25.979
ASAP-0011042,"",60.040,> 99.500
ASAP-0011041,"",1.723,1.281
ASAP-0011040,"",8.253,> 99.500
ASAP-0011040,"",5.235,20.517
ASAP-0011039,"",3.957,> 99.500
ASAP-0011038,"",0.012,2.014
ASAP-0011038,"",< 0.050,2.669
ASAP-0011036,"",2.721,> 99.500
ASAP-0011034,"",0.005,0.642
ASAP-0011034,"",< 0.050,0.953
ASAP-0011031,"",0.006,0.731
ASAP-0011031,"",< 0.050,0.666
ASAP-0011026,"",> 99.500,> 99.500
ASAP-0011017,"",15.528,6.598
ASAP-0010940,"",3.626,44.987
ASAP-0010910,"",18.581,> 99.500
ASAP-0010758,"",1.265,> 99.500
ASAP-0010757,"",0.273,15.257
ASAP-0010756,"",3.307,> 99.500
ASAP-0010755,"",0.594,> 99.500
ASAP-0010754,"",0.348,31.119
ASAP-0010753,"",0.311,84.464
ASAP-0010753,"",0.238,24.169
ASAP-0010753,"",< 0.005,6.423
ASAP-0010753,"",< 0.050,""
ASAP-0010752,"",0.003,1.090
ASAP-0010752,"",< 0.050,1.221
ASAP-0010752,"",0.073,0.539
ASAP-0010752,"",< 0.050,""
ASAP-0010751,"",0.720,> 99.500
ASAP-0010750,"",0.442,17.435
ASAP-0010748,"",0.082,> 99.500
ASAP-0010748,"",0.068,> 99.500
ASAP-0010748,"",0.018,> 99.500
ASAP-0010748,"",< 0.050,""
ASAP-0010746,"",1.257,45.257
ASAP-0010743,"",0.020,0.542
ASAP-0010743,"",< 0.050,0.732
ASAP-0010743,"",0.132,0.242
ASAP-0010743,"",< 0.050,""
ASAP-0010742,"",0.161,24.383
ASAP-0010740,"",0.134,> 99.500
ASAP-0010740,"",0.132,23.000
ASAP-0010740,"",0.007,15.791
ASAP-0010740,"",0.102,""
ASAP-0010738,"",0.289,6.830
ASAP-0010736,"",0.337,14.606
ASAP-0010736,"","",17.595
ASAP-0010735,"",0.156,> 99.500
ASAP-0010734,"",0.078,11.409
ASAP-0010734,"",0.059,16.785
ASAP-0010726,"",0.161,80.025
ASAP-0010726,"","",5.901
ASAP-0010725,"",0.157,22.615
ASAP-0010725,"",0.101,23.829
ASAP-0010724,"",1.979,> 99.500
ASAP-0010724,"",1.258,96.490
ASAP-0010724,"",0.477,5.341
ASAP-0010724,"",0.072,4.672
ASAP-0010722,"",0.179,22.599
ASAP-0010722,"","",27.022
ASAP-0010721,"",1.316,87.909
ASAP-0010721,"",1.321,33.872
ASAP-0010721,"",0.494,9.968
ASAP-0010721,"",0.096,4.274
ASAP-0010719,"",1.124,> 99.500
ASAP-0010719,"",1.258,> 99.500
ASAP-0010719,"",0.445,12.278
ASAP-0010719,"",0.088,8.085
ASAP-0010714,"",0.362,19.955
ASAP-0010714,"","",22.184
ASAP-0010713,"",46.683,> 99.500
ASAP-0010712,"",0.107,9.911
ASAP-0010712,"",0.067,17.451
ASAP-0010711,"",0.181,8.659
ASAP-0010711,"",0.115,11.310
ASAP-0008681,"",18.567,32.416
ASAP-0008680,"",> 99.500,> 99.500
ASAP-0008677,"",> 99.500,> 99.500
ASAP-0008675,"",0.108,13.551
ASAP-0008675,"",0.101,""
ASAP-0008672,"",0.086,11.791
ASAP-0008672,"",0.078,""
ASAP-0008671,"",0.205,33.323
ASAP-0008671,"",0.266,""
ASAP-0008669,"",0.170,19.166
ASAP-0008669,"",0.143,""
ASAP-0008667,"",1.054,94.830
ASAP-0008665,"",0.037,7.720
ASAP-0008665,"",< 0.050,""
ASAP-0008663,"",16.595,> 99.500
ASAP-0008661,"",0.493,53.045
ASAP-0008659,"",0.013,> 99.500
ASAP-0008659,"",< 0.050,""
ASAP-0008653,"",0.128,9.605
ASAP-0008653,"",0.134,""
ASAP-0008652,"",28.096,> 99.500
ASAP-0008642,"",0.316,15.148
ASAP-0008639,"",0.115,17.132
ASAP-0008639,"",0.138,""
ASAP-0008638,"",4.850,> 99.500
ASAP-0008636,"",11.166,78.462
ASAP-0008635,"",21.287,> 99.500
ASAP-0008634,"",1.121,24.032
ASAP-0008632,"",65.791,> 99.500
ASAP-0008631,"",28.356,41.128
ASAP-0008629,"",5.358,13.534
ASAP-0008628,"",> 99.500,> 99.500
ASAP-0008627,"",7.474,37.523
ASAP-0008626,"",31.125,> 99.500
ASAP-0008625,"",31.405,> 99.500
ASAP-0008624,"",98.973,> 99.500
ASAP-0008612,"",10.146,> 99.500
ASAP-0008611,"",> 99.500,> 99.500
ASAP-0008609,"",10.278,79.710
ASAP-0008606,"",7.356,21.754
ASAP-0008605,"",16.708,30.311
ASAP-0008603,"",3.265,> 99.500
ASAP-0008601,"",28.434,> 99.500
ASAP-0008599,"",33.326,64.677
ASAP-0008597,"",0.127,> 99.500
ASAP-0008597,"",0.123,""
ASAP-0008595,"",15.141,19.857
ASAP-0008593,"",> 99.500,> 99.500
ASAP-0008591,"",4.158,> 99.500
ASAP-0008588,"",46.363,94.275
ASAP-0008586,"",> 99.500,> 99.500
ASAP-0008585,"",45.847,> 99.500
ASAP-0008502,"",0.006,5.355
ASAP-0008502,"",< 0.050,""
ASAP-0008501,"",19.778,> 99.500
ASAP-0008499,"",> 0.396,(IC50 could not be calculated)
ASAP-0008499,"",(IC50 could not be calculated),> 99.500
ASAP-0008499,"",5.572,""
ASAP-0008497,"",9.606,> 99.500
ASAP-0008495,"",19.635,> 99.500
ASAP-0008493,"",30.294,95.020
ASAP-0008492,"",28.567,90.170
ASAP-0008489,"",0.772,5.961
ASAP-0008488,"",1.332,15.745
ASAP-0008486,"",15.220,> 99.500
ASAP-0008483,"",7.390,> 99.500
ASAP-0008481,"",24.621,> 99.500
ASAP-0008479,"",0.850,3.233
ASAP-0008477,"",65.244,> 99.500
ASAP-0008475,"",0.204,58.487
ASAP-0008475,"",0.189,""
ASAP-0008473,"",39.372,> 99.500
ASAP-0008472,"",> 99.500,> 99.500
ASAP-0008470,"",7.450,> 99.500
ASAP-0008466,"",0.047,> 0.396
ASAP-0008466,"",0.053,48.613
ASAP-0008466,"",0.080,""
ASAP-0008466,"",< 0.050,""
ASAP-0008462,"",8.371,> 99.500
ASAP-0008461,"",7.265,> 99.500
ASAP-0008460,"",6.418,> 99.500
ASAP-0008459,"",10.805,> 99.500
ASAP-0008457,"",53.028,> 99.500
ASAP-0008456,"",67.600,> 99.500
ASAP-0008455,"",> 99.500,> 99.500
ASAP-0008454,"",> 99.500,> 99.500
ASAP-0008453,"",1.434,> 99.500
ASAP-0008452,"",0.363,19.541
ASAP-0008451,"",0.204,10.975
ASAP-0008448,"",42.127,> 99.500
ASAP-0008442,"",0.295,28.266
ASAP-0008441,"",> 99.500,> 99.500
ASAP-0008440,"",76.059,> 99.500
ASAP-0008439,"",14.045,46.052
ASAP-0008436,"",> 99.500,> 99.500
ASAP-0008434,"",12.007,> 99.500
ASAP-0008433,"",0.836,39.187
ASAP-0008432,"",93.820,> 99.500
ASAP-0008429,"",16.031,> 99.500
ASAP-0008428,"",0.466,> 99.500
ASAP-0008427,"",2.096,22.723
ASAP-0008425,"",> 99.500,> 99.500
ASAP-0008424,"",> 99.500,> 99.500
ASAP-0008420,"",0.110,9.419
ASAP-0008415,"",10.783,> 99.500
ASAP-0008412,"",> 99.500,> 99.500
ASAP-0008411,"",0.490,18.896
ASAP-0008410,"",4.148,> 99.500
ASAP-0008409,"",16.755,38.648
ASAP-0008408,"",9.910,36.470
ASAP-0008405,"",7.009,22.997
ASAP-0008404,"",8.979,31.231
ASAP-0008402,"",82.116,> 99.500
ASAP-0008401,"",2.849,12.084
ASAP-0008394,"",1.530,> 99.500
ASAP-0008393,"",7.743,18.213
ASAP-0008392,"",20.987,40.962
ASAP-0008388,"",1.619,24.598
ASAP-0008387,"",20.655,> 99.500
ASAP-0008386,"",9.189,> 99.500
ASAP-0008385,"",1.313,> 99.500
ASAP-0008384,"",11.977,> 99.500
ASAP-0008383,"",5.665,> 99.500
ASAP-0008382,"",9.523,> 99.500
ASAP-0008381,"",> 99.500,> 99.500
ASAP-0008376,"",2.994,> 99.500
ASAP-0008375,"",34.319,> 99.500
ASAP-0008374,"",4.296,10.004
ASAP-0008373,"",10.110,21.392
ASAP-0008372,"",27.260,> 99.500
ASAP-0008371,"",5.867,> 99.500
ASAP-0008370,"",3.739,> 99.500
ASAP-0008369,"",57.176,> 99.500
ASAP-0008368,"",31.932,> 99.500
ASAP-0008367,"",15.990,> 99.500
ASAP-0008366,"",20.739,> 99.500
ASAP-0008365,"",35.282,> 99.500
ASAP-0008364,"",0.665,25.016
ASAP-0008363,"",> 99.500,> 99.500
ASAP-0008362,"",1.045,> 99.500
ASAP-0008361,"",3.670,> 99.500
ASAP-0008360,"",17.668,> 99.500
ASAP-0008359,"",12.816,10.005
ASAP-0008358,"",76.835,> 99.500
ASAP-0008357,"",> 99.500,> 99.500
ASAP-0008356,"",41.755,> 99.500
ASAP-0008333,"",(IC50 could not be calculated),> 99.500
ASAP-0008333,"",13.243,""
ASAP-0008332,"",5.973,> 99.500
ASAP-0008331,"",0.120,92.852
ASAP-0008330,"",0.462,19.598
ASAP-0008329,"",9.503,> 99.500
ASAP-0008316,"",53.812,> 99.500
ASAP-0008315,"",0.126,12.535
ASAP-0008315,"",0.063,""
ASAP-0008314,"",0.224,10.102
ASAP-0008314,"",0.181,""
ASAP-0008313,"",6.751,> 99.500
ASAP-0008285,"",0.392,21.568
ASAP-0008285,"",0.316,""
ASAP-0008284,"",1.484,> 99.500
ASAP-0008284,"",1.096,""
ASAP-0008283,"",> 99.500,> 99.500
ASAP-0008282,"",> 99.500,> 99.500
ASAP-0008269,"",62.534,> 99.500
ASAP-0008268,"",> 99.500,> 99.500
ASAP-0008267,"",> 99.500,> 99.500
ASAP-0008266,"",> 99.500,> 99.500
ASAP-0008265,"",> 99.500,> 99.500
ASAP-0008264,"",> 99.500,> 99.500
ASAP-0008261,"",> 99.500,> 99.500
ASAP-0008260,"",> 99.500,> 99.500
ASAP-0008259,"",0.069,2.662
ASAP-0008259,"",0.085,1.920
ASAP-0008258,"",0.047,1.993
ASAP-0008258,"",< 0.050,1.522
ASAP-0008257,"",> 99.500,> 99.500
ASAP-0008256,"",> 99.500,> 99.500
ASAP-0008255,"",15.735,> 99.500
ASAP-0008254,"",> 99.500,> 99.500
ASAP-0008253,"",> 99.500,> 99.500
ASAP-0008252,"",> 99.500,> 99.500
ASAP-0008251,"",> 99.500,> 99.500
ASAP-0008250,"",> 99.500,> 99.500
ASAP-0008249,"",> 99.500,> 99.500
ASAP-0008248,"",> 99.500,> 99.500
ASAP-0008247,"",> 99.500,> 99.500
ASAP-0008246,"",> 99.500,> 99.500
ASAP-0008245,"",1.653,> 99.500
ASAP-0008244,"",> 99.500,> 99.500
ASAP-0000864,"",> 99.500,> 99.500
ASAP-0000863,"",59.431,> 99.500
ASAP-0000862,"",> 99.500,> 99.500
ASAP-0000861,"",> 99.500,> 99.500
ASAP-0000860,"",> 99.500,> 99.500
ASAP-0000859,"",> 99.500,> 99.500
ASAP-0000858,"",15.778,> 99.500
ASAP-0000857,"",> 99.500,> 99.500
ASAP-0000856,"",> 99.500,> 99.500
ASAP-0000855,"",> 99.500,> 99.500
ASAP-0000854,"",> 99.500,> 99.500
ASAP-0000853,"",> 99.500,> 99.500
ASAP-0000852,"",> 99.500,> 99.500
ASAP-0000851,"",> 99.500,> 99.500
ASAP-0000850,"",> 99.500,> 99.500
ASAP-0000849,"",> 99.500,> 99.500
ASAP-0000848,"",> 99.500,> 99.500
ASAP-0000847,"",> 99.500,> 99.500
ASAP-0000846,"",48.265,> 99.500
ASAP-0000845,"",> 99.500,> 99.500
ASAP-0000844,"",> 99.500,> 99.500
ASAP-0000843,"",> 99.500,> 99.500
ASAP-0000842,"",> 99.500,> 99.500
ASAP-0000841,"",> 99.500,> 99.500
ASAP-0000840,"",15.103,> 99.500
ASAP-0000839,"",> 99.500,> 99.500
ASAP-0000838,"",> 99.500,> 99.500
ASAP-0000837,"",> 99.500,> 99.500
ASAP-0000836,"",> 99.500,> 99.500
ASAP-0000835,"",7.998,> 99.500
ASAP-0000834,"",> 99.500,> 99.500
ASAP-0000833,"",> 99.500,> 99.500
ASAP-0000832,"",57.886,> 99.500
ASAP-0000831,"",> 99.500,> 99.500
ASAP-0000830,"",> 99.500,> 99.500
ASAP-0000829,"",> 99.500,> 99.500
ASAP-0000828,"",> 99.500,> 99.500
ASAP-0000827,"",> 99.500,> 99.500
ASAP-0000826,"",> 99.500,> 99.500
ASAP-0000825,"",> 99.500,> 99.500
ASAP-0000824,"",85.554,> 99.500
ASAP-0000823,"",> 99.500,> 99.500
ASAP-0000822,"",> 99.500,> 99.500
ASAP-0000821,"",12.226,> 99.500
ASAP-0000820,"",> 99.500,> 99.500
ASAP-0000819,"",90.640,> 99.500
ASAP-0000818,"",> 99.500,> 99.500
ASAP-0000817,"",> 99.500,> 99.500
ASAP-0000816,"",> 99.500,> 99.500
ASAP-0000815,"",> 99.500,> 99.500
ASAP-0000814,"",> 99.500,> 99.500
ASAP-0000813,"",> 99.500,> 99.500
ASAP-0000812,"",> 99.500,> 99.500
ASAP-0000811,"",34.821,> 99.500
ASAP-0000810,"",70.366,> 99.500
ASAP-0000809,"",13.606,> 99.500
ASAP-0000808,"",18.875,> 99.500
ASAP-0000807,"",2.546,> 99.500
ASAP-0000806,"",> 99.500,> 99.500
ASAP-0000805,"",80.737,> 99.500
ASAP-0000804,"",> 99.500,> 99.500
ASAP-0000803,"",> 99.500,> 99.500
ASAP-0000802,"",> 99.500,> 99.500
ASAP-0000801,"",1.284,24.220
ASAP-0000800,"",> 99.500,> 99.500
ASAP-0000799,"",86.360,> 99.500
ASAP-0000798,"",59.122,> 99.500
ASAP-0000797,"",> 99.500,> 99.500
ASAP-0000796,"",> 99.500,> 99.500
ASAP-0000795,"",37.594,> 99.500
ASAP-0000794,"",56.251,> 99.500
ASAP-0000775,"",0.123,6.941
ASAP-0000775,"",0.102,""
ASAP-0000774,"",0.038,6.188
ASAP-0000774,"",0.126,""
ASAP-0000773,"",0.464,27.752
ASAP-0000772,"",47.219,> 99.500
ASAP-0000771,"",19.209,> 99.500
ASAP-0000738,"",0.025,(IC50 could not be calculated)
ASAP-0000738,"",< 0.050,6.672
ASAP-0000737,"",5.345,> 99.500
ASAP-0000735,"",13.406,> 99.500
ASAP-0000734,"",0.527,16.186
ASAP-0000733,"",0.013,0.917
ASAP-0000733,"",< 0.050,1.243
ASAP-0000732,"",14.982,> 99.500
ASAP-0000731,"",0.648,> 99.500
ASAP-0000730,"",1.063,> 99.500
ASAP-0000729,"",25.203,> 99.500
ASAP-0000728,"",3.505,> 99.500
ASAP-0000727,"",1.528,> 99.500
ASAP-0000726,"",18.746,> 99.500
ASAP-0000725,"",0.768,> 99.500
ASAP-0000724,"",> 99.500,> 99.500
ASAP-0000723,"",15.947,> 99.500
ASAP-0000722,"",31.183,> 99.500
ASAP-0000721,"",62.696,> 99.500
ASAP-0000720,"",1.135,> 99.500
ASAP-0000719,"",6.324,> 99.500
ASAP-0000718,"",4.618,> 99.500
ASAP-0000717,"",2.725,> 99.500
ASAP-0000716,"",1.860,> 99.500
ASAP-0000715,"",19.470,> 99.500
ASAP-0000714,"",27.816,> 99.500
ASAP-0000713,"",9.353,> 99.500
ASAP-0000712,"",36.623,> 99.500
ASAP-0000711,"",21.758,> 99.500
ASAP-0000710,"",2.059,> 99.500
ASAP-0000658,"",2.955,> 99.500
ASAP-0000657,"",12.394,> 99.500
ASAP-0000656,"",6.856,> 99.500
ASAP-0000655,"",9.943,> 99.500
ASAP-0000654,"",0.069,0.995
ASAP-0000654,"",< 0.050,1.865
ASAP-0000653,"",4.651,> 99.500
ASAP-0000652,"",2.566,28.679
ASAP-0000651,"",1.530,36.678
ASAP-0000650,"",5.096,> 99.500
ASAP-0000649,"",> 99.500,> 99.500
ASAP-0000648,"",2.033,> 99.500
ASAP-0000647,"",22.272,> 99.500
ASAP-0000646,"",1.626,> 99.500
ASAP-0000645,"",> 99.500,> 99.500
ASAP-0000644,"",5.642,> 99.500
ASAP-0000643,"",> 99.500,> 99.500
ASAP-0000642,"",> 99.500,> 99.500
ASAP-0000641,"",5.878,> 99.500
ASAP-0000640,"",10.245,> 99.500
ASAP-0000638,"",16.302,> 99.500
ASAP-0000637,"",17.590,> 99.500
ASAP-0000581,"",6.898,> 99.500
ASAP-0000580,"",0.484,(IC50 could not be calculated)
ASAP-0000580,"","",6.161
ASAP-0000579,"",2.051,> 99.500
ASAP-0000578,"",6.248,> 99.500
ASAP-0000577,"",0.088,26.483
ASAP-0000577,"",0.098,""
ASAP-0000576,"",25.566,> 99.500
ASAP-0000575,"",7.236,> 99.500
ASAP-0000574,"",87.599,> 99.500
ASAP-0000573,"",5.655,87.979
ASAP-0000572,CDD-4538834,0.004,1.932
ASAP-0000544,"",2.787,> 99.500
ASAP-0000543,"",> 99.500,> 99.500
ASAP-0000542,"",0.797,70.310
ASAP-0000541,"",0.332,8.077
ASAP-0000540,"",> 99.500,> 99.500
ASAP-0000539,"",61.260,> 99.500
ASAP-0000538,"",5.704,> 99.500
ASAP-0000537,"",1.732,> 99.500
ASAP-0000536,"",9.202,> 99.500
ASAP-0000535,"",8.524,> 99.500
ASAP-0000534,"",0.881,> 99.500
ASAP-0000533,"",76.095,> 99.500
ASAP-0000532,"",87.415,> 99.500
ASAP-0000531,"",43.412,> 99.500
ASAP-0000530,"",6.559,> 99.500
ASAP-0000529,"",14.041,> 99.500
ASAP-0000528,"",0.036,8.580
ASAP-0000528,"",0.061,""
ASAP-0000527,"",39.948,> 99.500
ASAP-0000526,"",0.036,6.192
ASAP-0000526,"",0.070,""
ASAP-0000525,"",48.722,> 99.500
ASAP-0000524,"",23.994,> 99.500
ASAP-0000523,"",0.340,18.271
ASAP-0000522,"",31.285,> 99.500
ASAP-0000521,"",35.451,> 99.500
ASAP-0000520,"",6.507,> 99.500
ASAP-0000519,"",1.692,> 99.500
ASAP-0000518,"",1.029,> 99.500
ASAP-0000517,"",6.690,> 99.500
ASAP-0000516,"",1.771,> 99.500
ASAP-0000515,"",> 99.500,> 99.500
ASAP-0000514,"",1.670,> 99.500
ASAP-0000492,"","",70.880
ASAP-0000485,"",3.377,> 99.500
ASAP-0000484,"",3.209,> 99.500
ASAP-0000483,"",80.399,> 99.500
ASAP-0000447,"",6.119,97.469
ASAP-0000447,"","",> 99.500
ASAP-0000446,"",33.625,> 99.500
ASAP-0000445,"",7.502,> 99.500
ASAP-0000444,"",> 99.500,> 99.500
ASAP-0000443,"",> 99.500,> 99.500
ASAP-0000442,"",57.160,> 99.500
ASAP-0000441,"",22.601,> 99.500
ASAP-0000440,"",53.944,> 99.500
ASAP-0000439,"",6.252,> 99.500
ASAP-0000438,"",12.333,> 99.500
ASAP-0000437,"",0.418,38.351
ASAP-0000436,"",3.746,> 99.500
ASAP-0000435,"",1.550,> 99.500
ASAP-0000434,"",18.106,> 99.500
ASAP-0000433,"",4.030,> 99.500
ASAP-0000432,"",17.203,> 99.500
ASAP-0000431,"",1.859,> 99.500
ASAP-0000379,"",> 99.500,> 99.500
ASAP-0000378,"",94.456,> 99.500
ASAP-0000377,"",> 99.500,> 99.500
ASAP-0000376,"",> 99.500,> 99.500
ASAP-0000375,"",0.039,1.208
ASAP-0000375,"",< 0.050,2.509
ASAP-0000374,"",0.223,8.219
ASAP-0000373,"",0.069,2.669
ASAP-0000373,"",0.063,""
ASAP-0000372,"",0.289,3.354
ASAP-0000370,CDD-4552123,0.002,0.129
ASAP-0000370,CDD-4552123,> 99.500,""
ASAP-0000362,"",0.407,> 99.500
ASAP-0000275,"",6.562,> 99.500
ASAP-0000274,"",> 99.500,> 99.500
ASAP-0000273,"",76.386,> 99.500
ASAP-0000272,"",< 0.050,1.173
ASAP-0000272,"","",2.531
ASAP-0000271,"",64.548,> 99.500
ASAP-0000270,"",> 99.500,> 99.500
ASAP-0000269,"",> 99.500,> 99.500
ASAP-0000256,"",> 99.500,> 99.500
ASAP-0000241,"",0.203,> 99.500
ASAP-0000240,"",2.410,> 99.500
ASAP-0000239,"",> 99.500,> 99.500
ASAP-0000238,"",79.678,> 99.500
ASAP-0000237,"",75.984,> 99.500
ASAP-0000236,"",> 99.500,> 99.500
ASAP-0000235,"",2.857,> 99.500
ASAP-0000234,"",> 99.500,> 99.500
ASAP-0000233,"",> 99.500,> 99.500
ASAP-0000232,"",> 99.500,> 99.500
ASAP-0000231,"",> 99.500,> 99.500
ASAP-0000230,"",> 99.500,> 99.500
ASAP-0000229,"",37.316,> 99.500
ASAP-0000228,"",59.818,> 99.500
ASAP-0000227,"",0.076,7.709
ASAP-0000227,"",0.077,""
ASAP-0000226,"",0.037,> 9.950
ASAP-0000226,"",< 0.046,21.204
ASAP-0000226,"",0.056,""
ASAP-0000226,"",1.168,""
ASAP-0000226,"",0.057,""
ASAP-0000225,"",0.070,> 99.500
ASAP-0000225,"",0.057,""
ASAP-0000224,"",0.119,> 99.500
ASAP-0000224,"",0.108,""
ASAP-0000223,"",0.111,6.847
ASAP-0000223,"",0.107,""
ASAP-0000222,"",0.083,6.110
ASAP-0000222,"",0.083,""
ASAP-0000221,"",0.028,10.721
ASAP-0000221,"",< 0.050,""
ASAP-0000220,"",0.083,6.608
ASAP-0000220,"",0.083,""
ASAP-0000219,"",0.034,> 9.950
ASAP-0000219,"",< 0.046,19.388
ASAP-0000219,"",0.068,""
ASAP-0000219,"",0.202,""
ASAP-0000219,"",< 0.050,""
ASAP-0000218,"",0.091,> 9.950
ASAP-0000218,"",0.073,> 99.500
ASAP-0000218,"",0.263,""
ASAP-0000218,"",1.568,""
ASAP-0000218,"",0.075,""
ASAP-0000217,"",0.124,6.552
ASAP-0000217,"",0.110,""
ASAP-0000216,"",0.089,5.391
ASAP-0000216,"",0.077,""
ASAP-0000215,"",0.116,7.612
ASAP-0000215,"",0.103,""
ASAP-0000214,"",0.067,16.046
ASAP-0000214,"",0.057,""
ASAP-0000213,"",0.083,> 99.500
ASAP-0000213,"",0.071,""
ASAP-0000212,"",0.115,6.692
ASAP-0000212,"",0.105,""
ASAP-0000211,"",0.050,5.857
ASAP-0000211,"",< 0.050,""
ASAP-0000210,"",0.125,> 99.500
ASAP-0000210,"",0.112,""
ASAP-0000209,"",0.076,> 99.500
ASAP-0000209,"",0.064,""
ASAP-0000208,"",0.097,8.476
ASAP-0000208,"",0.082,""
ASAP-0000207,"",0.114,9.044
ASAP-0000207,"",0.096,""
ASAP-0000206,"",0.117,> 99.500
ASAP-0000206,"",0.093,""
ASAP-0000205,"",0.086,6.226
ASAP-0000205,"",0.069,""
ASAP-0000204,"",0.083,> 4.975
ASAP-0000204,"",0.078,> 99.500
ASAP-0000204,"",7.946,""
ASAP-0000204,"",> 9.990,""
ASAP-0000204,"",0.178,""
ASAP-0000187,"",9.724,> 99.500
ASAP-0000186,"",94.350,> 99.500
ASAP-0000185,"",0.134,37.979
ASAP-0000184,"",0.090,> 99.500
ASAP-0000183,"",> 99.500,> 99.500
ASAP-0000182,"",61.990,> 99.500
ASAP-0000181,"",42.191,> 99.500
ASAP-0000180,"",22.178,> 99.500
ASAP-0000179,"",63.896,> 99.500
ASAP-0000178,"",> 99.500,> 99.500
ASAP-0000176,"",3.190,> 99.500
ASAP-0000176,"","",> 9.990
ASAP-0000175,"",2.700,< 12.440
ASAP-0000175,"","",1.936
ASAP-0000174,"",> 9.990,> 99.500
ASAP-0000174,"","",> 9.990
ASAP-0000173,"",6.843,15.791
ASAP-0000173,"","",> 9.990
ASAP-0000172,"",> 9.990,> 99.500
ASAP-0000172,"","",> 9.990
ASAP-0000171,"",0.137,40.502
ASAP-0000171,"","",> 9.990
ASAP-0000170,"",0.973,> 99.500
ASAP-0000170,"",0.711,> 9.990
ASAP-0000169,"",0.062,(IC50 could not be calculated)
ASAP-0000169,"",0.043,> 9.990
ASAP-0000168,"",0.072,(IC50 could not be calculated)
ASAP-0000168,"",0.071,> 9.990
ASAP-0000167,"",0.080,< 12.440
ASAP-0000167,"",0.073,> 9.990
ASAP-0000166,"",1.487,> 99.500
ASAP-0000166,"",1.493,> 9.990
ASAP-0000165,"",1.007,> 99.500
ASAP-0000165,"",0.957,> 9.990
ASAP-0000164,"",0.034,< 12.440
ASAP-0000164,"",0.034,> 9.990
ASAP-0000163,"",0.167,> 9.950
ASAP-0000163,"",0.215,> 99.500
ASAP-0000163,"",0.209,> 9.990
ASAP-0000163,"",0.181,""
ASAP-0000162,"",0.083,> 9.950
ASAP-0000162,"",0.095,(IC50 could not be calculated)
ASAP-0000162,"",0.068,> 9.990
ASAP-0000162,"",0.070,""
ASAP-0000161,"",0.077,(IC50 could not be calculated)
ASAP-0000161,"",0.077,> 9.990
ASAP-0000160,"",0.096,(IC50 could not be calculated)
ASAP-0000160,"",0.112,> 9.990
ASAP-0000159,"",0.069,> 99.500
ASAP-0000159,"",0.086,> 9.990
ASAP-0000158,"",0.137,(IC50 could not be calculated)
ASAP-0000158,"",0.087,> 9.990
ASAP-0000157,"",0.060,< 12.440
ASAP-0000157,"",0.062,> 9.990
ASAP-0000156,"",0.068,38.082
ASAP-0000156,"",0.068,> 9.990
ASAP-0000155,"",0.045,(IC50 could not be calculated)
ASAP-0000155,"",0.046,> 9.990
ASAP-0000154,"",1.552,> 99.500
ASAP-0000154,"",1.678,> 9.990
ASAP-0000153,"",0.007,1.991
ASAP-0000153,"",0.005,1.655
ASAP-0000153,"",0.006,1.873
ASAP-0000153,"",0.005,1.594
ASAP-0000153,"",0.005,1.512
ASAP-0000153,"",0.005,1.637
ASAP-0000153,"",0.005,1.593
ASAP-0000153,"",0.007,2.096
ASAP-0000153,"",0.008,2.254
ASAP-0000153,"",0.008,1.430
ASAP-0000153,"",0.005,2.170
ASAP-0000153,"",0.005,2.186
ASAP-0000153,"",0.006,1.891
ASAP-0000153,"",0.006,2.198
ASAP-0000153,"",0.005,2.146
ASAP-0000153,"",0.007,2.485
ASAP-0000153,"",0.007,2.464
ASAP-0000153,"",0.007,(IC50 could not be calculated)
ASAP-0000153,"",0.007,2.231
ASAP-0000153,"",0.007,2.086
ASAP-0000153,"",0.007,2.204
ASAP-0000153,"",0.006,(IC50 could not be calculated)
ASAP-0000153,"",0.007,(IC50 could not be calculated)
ASAP-0000153,"",0.011,2.652
ASAP-0000153,"",0.008,1.388
ASAP-0000153,"",0.008,1.907
ASAP-0000153,"",0.008,2.124
ASAP-0000153,"",0.008,1.403
ASAP-0000153,"",0.013,4.862
ASAP-0000153,"",0.011,3.232
ASAP-0000153,"",0.009,2.464
ASAP-0000153,"",0.009,2.214
ASAP-0000153,"",0.017,2.467
ASAP-0000153,"",0.007,(IC50 could not be calculated)
ASAP-0000153,"",0.007,2.758
ASAP-0000153,"",0.006,1.720
ASAP-0000153,"",0.004,1.545
ASAP-0000153,"",0.005,1.580
ASAP-0000153,"",0.004,1.531
ASAP-0000153,"",0.005,2.000
ASAP-0000153,"",0.006,2.456
ASAP-0000153,"",0.006,1.298
